DrugID,CUI,name,AvgFrequency,StandardDeviation
DB01192,C0020458,Hyperhidrosis,9,0
DB01005,C0037299,Skin_ulcer,0,0
DB00471,C0042109,Urticaria,0,0
DB00679,C0022346,Jaundice,0,0
DB01212,C0017675,Glossitis,0,0
DB00285,C0014591,Epistaxis,1,0
DB00297,C0232462,Decreased_appetite,1,1
DB07600,C0030552,Paresis,2,0
DB00334,C0542571,Face_oedema,1,0
DB05488,C0085593,Chills,0,0
DB06204,C0344232,Vision_blurred,0,0
DB00669,C0010200,Cough,0,0
DB01001,C0232492,Abdominal_pain_upper,1,1
DB00273,C0542571,Face_oedema,1,0
DB00918,C0006145,Breast_disorder,0,0
DB01241,C0015672,Fatigue,2,2
DB05347,C0002871,Anaemia,0,0
DB01041,C0030312,Pancytopenia,0,0
DB00282,C0027627,Metastasis,16,10
DB00928,C0015672,Fatigue,21,18
DB00490,C0002994,Angioedema,0,0
DB00346,C0221512,Stomach_ache,50,0
DB08881,C0042384,Vasculitis,0,0
DB00349,C2830004,Somnolence,22,6
DB08906,C0020517,Hypersensitivity,0,0
DB07166,C0011609,Drug_eruption,0,0
DB00783,C0008489,Chorea,0,0
DB01129,C0000731,Abdominal_distension,0,0
DB00555,C0314719,Dry_eye,0,0
DB08567,C0019080,Haemorrhage,0,0
DB00864,C0041657,Loss_of_consciousness,0,0
DB00556,C0277925,Peripheral_coldness,0,0
DB00990,C0017178,Gastrointestinal_disorder,50,0
DB00982,C0853034,Blood_creatine_phosphokinase_increased,0,0
DB00811,C0549373,Laryngeal_pain,50,0
DB00319,C0015230,Rash,50,0
DB00181,C0085593,Chills,9,19
DB00518,C0011603,Dermatitis,0,0
DB00598,C0234215,Discomfort,13,0
DB00287,C0033774,Pruritus,3,2
DB00674,C0042029,Urinary_tract_infection,8,1
DB02638,C0178298,Unspecified_disorder_of_skin_and_subcutaneous_tissue,0,0
DB00564,C0041657,Loss_of_consciousness,0,0
DB00804,C0151786,Muscular_weakness,0,0
DB00928,C0151699,Haemorrhage_intracranial,26,29
DB00438,C0035078,Renal_failure,0,0
DB00843,C0341012,Oral_herpes,1,0
DB00688,C0702166,Acne,10,2
DB00285,C0042134,Uterine_haemorrhage,0,0
DB00343,C0002878,Haemolytic_anaemia,0,0
DB01182,C0019158,Hepatitis,0,0
DB00402,C0007642,Cellulitis,1,0
DB01072,C2363731,Oropharyngeal_pain,6,0
DB00740,C0021400,Influenza,1,0
DB00472,C0013390,Dysmenorrhoea,15,19
DB01041,C0020461,Hyperkalaemia,7,9
DB00193,C0039239,Sinus_tachycardia,0,0
DB00252,C0085636,Photophobia,1,0
DB00989,C0020578,Hyperventilation,1,0
DB08298,C0025222,Melaena,0,0
DB01186,C0392525,Nephrolithiasis,1,0
DB00425,C0152128,Drug_withdrawal_syndrome,0,0
DB00989,C0037763,Muscle_spasms,13,25
DB00915,C0002792,Anaphylactic_shock,0,0
DB00659,C0038362,Stomatitis,0,0
DB00918,C0033774,Pruritus,1,0
DB08002,C0006384,Bundle_branch_block,50,0
DB07600,C0424000,Suicidal_ideation,1,0
DB00227,C0015230,Rash,1,0
DB00224,C1565489,Renal_impairment,0,0
DB00555,C0020453,Hyperaesthesia,0,0
DB00656,C0023518,Leukocytosis,0,0
DB00370,C0031256,Petechiae,0,0
DB01175,C0011253,Delusion,0,0
DB01128,C0030794,Pelvic_pain,13,0
DB05379,C0018681,Headache,2,0
DB00476,C0236071,Throat_tightness,0,0
DB00820,C0013604,Oedema,3,2
DB00222,C0857305,Thrombocytopenic_purpura,0,0
DB00740,C0035455,Rhinitis,7,1
DB00834,C0030196,Pain_in_extremity,12,0
DB00268,C0700200,Presyncope,1,0
DB01182,C0151905,Alanine_aminotransferase_increased,0,0
DB01008,C0746883,Febrile_neutropenia,0,0
DB00431,C0002170,Alopecia,0,0
DB00230,C0948594,Musculoskeletal_discomfort,27,27
DB00448,C0030554,Paraesthesia,1,2
DB00853,C0237849,Skin_exfoliation,1,0
DB00203,C0025061,Mediastinal_disorder,0,0
DB00742,C1260880,Rhinorrhoea,1,1
DB01175,C0151827,Eye_pain,1,0
DB08117,C0027813,Neuritis,0,0
DB08567,C0518015,Haemoglobin,0,0
DB05488,C0085932,Dermatitis_bullous,0,0
DB00734,C0235901,Lacrimation_abnormal_NOS,0,0
DB01267,C0085631,Agitation,6,4
DB00209,C0011603,Dermatitis,0,0
DB01097,C0035455,Rhinitis,4,1
DB00674,C0518015,Haemoglobin,0,0
DB00230,C0011053,Deafness,1,0
DB00577,C0033975,Psychotic_disorder,0,0
DB00811,C0853193,Bipolar_I_disorder,0,0
DB02351,C0002962,Angina_pectoris,2,3
DB00654,C0086565,Hepatic_function_abnormal,1,0
DB00459,C0014591,Epistaxis,0,0
DB00740,C0151559,CNS_depression_NOS,0,0
DB00857,C0178298,Unspecified_disorder_of_skin_and_subcutaneous_tissue,0,0
DB00303,C0040822,Tremor,0,0
DB01100,C0424295,Hyperkinesia,4,2
DB00740,C0037763,Muscle_spasms,1,0
DB00843,C0151610,Tongue_oedema,1,0
DB00675,C0156404,Menstruation_irregular,9,11
DB00808,C0011991,Diarrhoea,2,0
DB00669,C0085631,Agitation,0,0
DB01233,C0013384,Dyskinesia,0,0
DB00209,C0013395,Dyspepsia,1,0
DB00598,C0013404,Dyspnoea,2,2
DB00603,C0340865,Anaphylactoid_reaction,0,0
DB00472,C0030252,Palpitations,26,26
DB00216,C2939147,Feeling_hot,2,0
DB01050,C0151664,Gastrointestinal_perforation,0,0
DB00460,C1443060,Feeling_abnormal,50,0
DB00252,C0037036,Salivary_hypersecretion,1,0
DB05812,C0152031,Joint_swelling,3,1
DB00193,C0518988,Tooth_abscess,0,0
DB04455,C0031212,Personality_disorder,0,0
DB00706,C0017178,Gastrointestinal_disorder,3,2
DB00612,C0018799,Cardiac_disorder,0,0
DB01440,C0018965,Haematuria,50,0
DB00230,C1257843,Pseudomembranous_colitis,0,0
DB08764,C0008325,Cholecystitis,0,0
DB00989,C0151717,Skin_hypertrophy,1,0
DB03125,C0022354,Jaundice_cholestatic,0,0
DB01100,C0026837,Muscle_rigidity,1,1
DB00697,C0442874,Neuropathy,0,0
DB00669,C0043387,Yawning,0,0
DB01126,C0033774,Pruritus,0,0
DB00799,C0853714,Application_site_pruritus,1,0
DB00422,C2939147,Feeling_hot,0,0
DB03261,C0020461,Hyperkalaemia,0,0
DB00091,C0002871,Anaemia,17,26
DB00999,C0687713,Gastrointestinal_pain,1,0
DB06809,C0041834,Erythema,50,0
DB00577,C0010200,Cough,39,20
DB01224,C0037822,Speech_disorder,2,1
DB01340,C0030305,Pancreatitis,0,0
DB01413,C0014742,Erythema_multiforme,0,0
DB00843,C0015967,Body_temperature_increased,1,1
DB01018,C0428977,Bradycardia,1,1
DB00996,C0086543,Cataract,1,0
DB00734,C0004245,Atrioventricular_block,1,0
DB01280,C0013404,Dyspnoea,7,7
DB08764,C0151878,Electrocardiogram_QT_prolonged,8,6
DB07214,C0015230,Rash,0,0
DB01004,C1535939,Pneumocystis_jirovecii_pneumonia,5,3
DB00708,C0015967,Body_temperature_increased,1,0
DB01175,C0973461,Dysphasia,0,0
DB00627,C0004238,Atrial_fibrillation,0,0
DB07998,C0042373,Angiopathy,28,26
DB01068,C0035455,Rhinitis,2,1
DB00186,C0836924,Thrombocytosis,1,1
DB00773,C0027497,Nausea,37,0
DB01189,C0234215,Discomfort,0,0
DB00425,C0013404,Dyspnoea,1,0
DB00934,C0003467,Anxiety,3,0
DB00715,C0017412,Genital_disorder_male,10,17
DB00448,C3665347,Visual_impairment,1,2
DB05347,C0558489,Renal_pain,0,0
DB04855,C2242588,Traumatic_liver_injury,0,0
DB00814,C0232461,Increased_appetite,1,0
DB00323,C0003123,Anorexia,16,4
DB00746,C0039231,Tachycardia,0,0
DB01149,C0038454,Cerebrovascular_accident,0,0
DB00960,C0030554,Paraesthesia,4,2
DB00555,C0947912,Myasthenia,1,0
DB00315,C0034880,Hyperacusis,1,0
DB06209,C0030196,Pain_in_extremity,3,0
DB01224,C0151610,Tongue_oedema,1,0
DB01204,C0025345,Menstrual_disorder,45,14
DB00697,C0151766,Liver_function_test_abnormal,2,1
DB00715,C0455204,Homicidal_ideation,0,0
DB01039,C2047937,Ill-defined_disorder,1,1
DB00661,C0042963,Vomiting,0,0
DB00413,C0009806,Constipation,9,12
DB07214,C0027497,Nausea,0,0
DB03261,C1368065,Vascular_purpura,1,0
DB08868,C0032285,Pneumonia,1,0
DB00285,C0034880,Hyperacusis,0,0
DB00215,C0020453,Hyperaesthesia,0,0
DB00962,C0233494,Tension,50,0
DB00706,C0015967,Body_temperature_increased,1,0
DB00630,C0011991,Diarrhoea,1,1
DB00404,C0013604,Oedema,4,2
DB00404,C1443060,Feeling_abnormal,11,14
DB00230,C0038663,Suicide_attempt,1,0
DB07600,C0030554,Paraesthesia,13,20
DB00230,C0013362,Dysarthria,1,1
DB01024,C0002871,Anaemia,32,12
DB00442,C0018681,Headache,13,18
DB01024,C0034063,Pulmonary_oedema,0,0
DB01591,C0020461,Hyperkalaemia,0,0
DB00303,C0178298,Unspecified_disorder_of_skin_and_subcutaneous_tissue,0,0
DB00585,C0035455,Rhinitis,10,0
DB00485,C0031542,Phlebitis,1,0
DB00811,C0404521,Vaginal_infection,50,0
DB00762,C0010200,Cough,10,9
DB01262,C0858635,Pharyngolaryngeal_pain,8,0
DB08298,C0035078,Renal_failure,0,0
DB00234,C0085593,Chills,1,1
DB00230,C0004238,Atrial_fibrillation,1,0
DB00327,C0020453,Hyperaesthesia,0,0
DB00481,C0011991,Diarrhoea,7,0
DB01544,C0001807,Aggression,0,0
DB00843,C0011570,Depression,2,1
DB00193,C0002871,Anaemia,0,0
DB00445,C0002792,Anaphylactic_shock,0,0
DB00303,C0340865,Anaphylactoid_reaction,0,0
DB00363,C0027424,Nasal_congestion,1,0
DB01024,C0011603,Dermatitis,13,12
DB00843,C0041834,Erythema,1,0
DB00334,C0027796,Neuralgia,0,0
DB00425,C0030232,Pallor,1,0
DB00555,C0235660,Galactorrhoea,0,0
DB03261,C0549567,Pigmentation_disorder,1,0
DB01609,C0042075,Urinary_tract_disorder,0,0
DB00459,C2242737,Anorectal_discomfort,0,0
DB06817,C0035078,Renal_failure,1,0
DB00928,C0151605,Injection_site_swelling,2,3
DB00996,C0018790,Cardiac_arrest,0,0
DB01150,C0036830,Serum_sickness,0,0
DB00697,C0151908,Dry_skin,1,0
DB07438,C0008311,Cholangitis,17,26
DB01186,C0231530,Muscle_twitching,17,26
DB00426,C0026857,Musculoskeletal_disorder,0,0
DB00445,C0016382,Flushing,0,0
DB00495,C0023530,Leukopenia,25,29
DB00843,C0036572,Convulsion,25,29
DB00413,C0151786,Muscular_weakness,0,1
DB00996,C1368065,Vascular_purpura,50,0
DB00178,C2830004,Somnolence,2,0
DB00472,C0232462,Decreased_appetite,10,11
DB01367,C0026846,Muscle_atrophy,1,0
DB00193,C0020473,Hyperlipidaemia,0,0
DB08873,C0852733,Completed_suicide,0,0
DB00472,C0085649,Oedema_peripheral,1,0
DB00967,C0036572,Convulsion,0,0
DB00669,C0234632,Visual_acuity_reduced,0,0
DB00402,C0392525,Nephrolithiasis,1,0
DB00246,C0151578,Creatinine_increased,0,0
DB00675,C0027497,Nausea,12,8
DB01551,C1443060,Feeling_abnormal,1,0
DB00285,C0015371,Extrapyramidal_disorder,0,0
DB00264,C0035357,Retroperitoneal_fibrosis,0,0
DB00834,C0012833,Dizziness,22,0
DB00813,C0178298,Unspecified_disorder_of_skin_and_subcutaneous_tissue,4,5
DB00627,C0085932,Dermatitis_bullous,0,0
DB00585,C0013395,Dyspepsia,4,0
DB00949,C0235146,Euphoric_mood,1,0
DB00300,C0231528,Myalgia,3,1
DB01005,C0235416,Blood_uric_acid_increased,0,0
DB01262,C0687713,Gastrointestinal_pain,12,5
DB00715,C0011206,Delirium,0,0
DB08911,C0022602,Actinic_keratosis,8,6
DB00531,C0002390,Alveolitis_allergic,0,0
DB01080,C0012569,Diplopia,14,18
DB00181,C0235710,Chest_discomfort,50,0
DB06268,C0019079,Haemoptysis,2,0
DB05488,C0857751,Erythema_multiforme_minor,0,0
DB00285,C0016382,Flushing,50,0
DB00178,C0020625,Hyponatraemia,0,0
DB00091,C0042571,Vertigo,0,0
DB00627,C0233494,Tension,0,0
DB00864,C0030446,Ileus_paralytic,1,0
DB01362,C0038999,Swelling,22,0
DB00804,C0034931,Reflex_sympathetic_dystrophy,0,0
DB01101,C0004093,Asthenia,16,16
DB01186,C0035305,Retinal_detachment,0,0
DB00656,C0003578,Apnoea,0,0
DB00681,C0599918,Nephrotoxicity,17,17
DB00268,C1956089,Bone_spur,1,0
DB01043,C0040264,Tinnitus,1,0
DB00996,C0948594,Musculoskeletal_discomfort,10,20
DB00268,C0018965,Haematuria,1,0
DB01095,C0013404,Dyspnoea,0,0
DB00370,C0021843,Intestinal_obstruction,0,0
DB02444,C0042109,Urticaria,2,2
DB00472,C1168034,Gastric_pH_decreased,1,0
DB00872,C0027497,Nausea,4,1
DB01320,C0010200,Cough,1,0
DB00665,C0033774,Pruritus,2,0
DB00482,C0031350,Pharyngitis,2,1
DB00910,C0234215,Discomfort,2,2
DB00230,C0020538,Hypertension,18,25
DB01188,C0011616,Dermatitis_contact,0,0
DB01200,C0919582,Sudden_onset_of_sleep,0,0
DB07600,C0020458,Hyperhidrosis,24,23
DB00215,C0235639,Urine_abnormality,1,0
DB00203,C0012569,Diplopia,0,0
DB00915,C0036572,Convulsion,0,0
DB00731,C0027497,Nausea,50,0
DB00864,C0004623,Bacterial_infection,30,0
DB00261,C0021167,Incontinence,3,0
DB00982,C0235378,Hepatotoxicity,0,0
DB01280,C0031256,Petechiae,5,6
DB00949,C0020621,Hypokalaemia,1,0
DB00343,C0016382,Flushing,2,1
DB01006,C0039971,Thirst,1,0
DB00242,C0032285,Pneumonia,12,10
DB00476,C0035305,Retinal_detachment,0,0
DB01440,C0232492,Abdominal_pain_upper,2,1
DB00425,C0687713,Gastrointestinal_pain,14,25
DB00906,C0085632,Apathy,1,0
DB01101,C0023530,Leukopenia,37,28
DB00814,C0009763,Conjunctivitis,0,0
DB01200,C0344232,Vision_blurred,0,0
DB01024,C0497156,Lymphadenopathy,0,0
DB01175,C0574960,Sacroiliitis,0,0
DB00459,C0005741,Blepharitis,0,0
DB01586,C0011603,Dermatitis,0,0
DB00743,C2939147,Feeling_hot,1,0
DB00709,C2711227,Hepatic_steatosis,0,0
DB00273,C3665386,Abnormal_vision,4,5
DB00334,C0035455,Rhinitis,8,2
DB01181,C0014130,Endocrine_disorder,0,0
DB00227,C0948594,Musculoskeletal_discomfort,2,1
DB01006,C0086543,Cataract,1,1
DB01186,C0035455,Rhinitis,23,22
DB00681,C0018965,Haematuria,14,0
DB00493,C0002874,Aplastic_anaemia,0,0
DB01280,C0687713,Gastrointestinal_pain,3,5
DB00642,C0042963,Vomiting,17,18
DB08298,C0030305,Pancreatitis,0,0
DB00996,C0017160,Gastroenteritis,1,0
DB00268,C0007642,Cellulitis,26,29
DB07600,C0038358,Gastric_ulcer,1,0
DB00734,C0027051,Myocardial_infarction,1,0
DB00198,C0036572,Convulsion,0,0
DB00320,C0000737,Abdominal_pain,1,0
DB01186,C0027051,Myocardial_infarction,1,0
DB02000,C0234930,Skin_odour_abnormal,50,0
DB07600,C0151786,Muscular_weakness,18,25
DB00193,C0028081,Night_sweats,0,0
DB00996,C0006849,Oral_candidiasis,1,0
DB00887,C0017979,Glycosuria,1,0
DB00790,C1368065,Vascular_purpura,0,0
DB00715,C0162316,Iron_deficiency_anaemia,0,0
DB04835,C0015403,Eye_infection,1,1
DB00813,C0015672,Fatigue,10,11
DB00764,C0013395,Dyspepsia,4,1
DB00494,C0003467,Anxiety,2,1
DB00252,C0009421,Coma,1,0
DB00909,C0423791,Rash_maculo-papular,1,0
DB03261,C0151786,Muscular_weakness,0,0
DB00091,C0042029,Urinary_tract_infection,7,10
DB07438,C0018681,Headache,2,4
DB00811,C0025061,Mediastinal_disorder,0,0
DB00334,C0235969,Ejaculation_disorder,1,0
DB01043,C0011168,Dysphagia,0,0
DB00316,C0392025,Enlargement_abdomen,2,0
DB00193,C0152032,Urinary_hesitation,0,0
DB00323,C0039520,Tenosynovitis,1,0
DB06213,C0016382,Flushing,20,5
DB01184,C0011071,Sudden_death,0,0
DB00582,C0003811,Arrhythmia,0,0
DB00808,C0013604,Oedema,2,0
DB01149,C0009324,Colitis_ulcerative,0,0
DB00251,C0006266,Bronchospasm,0,0
DB00989,C0151889,Hyperreflexia,1,0
DB00612,C0019158,Hepatitis,0,0
DB00909,C0014868,Oesophagitis,0,0
DB00273,C0020615,Hypoglycaemia,0,1
DB00307,C0029878,Otitis_externa,5,0
DB00465,C0042109,Urticaria,0,0
DB00876,C0853692,Blood_triglycerides_increased,0,1
DB01181,C0015672,Fatigue,0,0
DB00906,C0574067,Cough_increased,4,1
DB00659,C0085702,Monocytosis,0,0
DB00476,C0151786,Muscular_weakness,0,0
DB00445,C0178298,Unspecified_disorder_of_skin_and_subcutaneous_tissue,0,0
DB01211,C0011991,Diarrhoea,11,17
DB00224,C0231218,Malaise,1,1
DB00448,C0034155,Thrombotic_thrombocytopenic_purpura,0,0
DB00461,C0043352,Dry_mouth,2,0
DB00282,C0002994,Angioedema,0,0
DB00246,C0014394,Enuresis,0,0
DB04572,C0009763,Conjunctivitis,6,0
DB00555,C0267596,Rectal_haemorrhage,1,1
DB00746,C0042963,Vomiting,1,0
DB00564,C0018801,Cardiac_failure,0,0
DB00843,C0033975,Psychotic_disorder,1,0
DB00315,C0000786,Abortion_spontaneous,0,0
DB00489,C0007222,Cardiovascular_disorder,2,1
DB00230,C2711227,Hepatic_steatosis,0,0
DB00715,C0041105,Trismus,0,0
DB00399,C0521839,Influenza_like_illness,5,4
DB00402,C0004096,Asthma,1,0
DB00252,C0022638,Ketosis,1,0
DB00343,C0027497,Nausea,2,1
DB08567,C0037199,Sinusitis,0,0
DB01217,C0038990,Sweating,3,2
DB00633,C0006266,Bronchospasm,0,0
DB03261,C0017601,Glaucoma,0,0
DB04835,C0234215,Discomfort,3,0
DB00531,C0600142,Hot_flush,0,0
DB00804,C0553721,Sweating_decreased,0,0
DB01215,C0040137,Thyroid_nodule,0,0
DB00437,C0042401,Vasodilation,0,0
DB08117,C1971624,Appetite_absent,0,0
DB06268,C0011991,Diarrhoea,50,0
DB00649,C1280433,Lipoatrophy,25,29
DB00709,C0020456,Hyperglycaemia,0,0
DB00768,C0015967,Body_temperature_increased,1,0
DB00476,C0948594,Musculoskeletal_discomfort,12,22
DB01440,C2364111,Ageusia,1,0
DB05508,C0013404,Dyspnoea,0,0
DB00555,C0851341,Infestation_NOS,2,1
DB00248,C0011603,Dermatitis,0,0
DB00215,C0035455,Rhinitis,4,1
DB00472,C0151559,CNS_depression_NOS,1,0
DB00740,C0033975,Psychotic_disorder,0,0
DB00996,C0699893,Skin_carcinoma,0,0
DB00203,C0038454,Cerebrovascular_accident,0,0
DB06702,C0001883,Airway_obstruction_NOS,0,0
DB00697,C0036974,Shock,1,0
DB00426,C0267792,Hepatobiliary_disease,0,0
DB01194,C0151205,Periorbital_oedema,0,0
DB01008,C0027769,Nervousness,1,0
DB00615,C0023530,Leukopenia,16,1
DB00734,C0032000,Pituitary_adenoma,0,0
DB08815,C0042029,Urinary_tract_infection,1,1
DB01175,C0016867,Furunculosis,1,0
DB00640,C0151735,Injection_site_reaction,0,0
DB01156,C0022346,Jaundice,0,0
DB01062,C0948594,Musculoskeletal_discomfort,2,0
DB01204,C0860866,Potassium_low,5,7
DB00506,C0020517,Hypersensitivity,0,0
DB01167,C0023895,Liver_disorder,0,0
DB00503,C1443060,Feeling_abnormal,2,2
DB08910,C0030196,Pain_in_extremity,9,6
DB00252,C0013491,Ecchymosis,6,1
DB00273,C0236024,Pharyngeal_oedema,4,5
DB00764,C0687713,Gastrointestinal_pain,3,2
DB00227,C0019158,Hepatitis,0,0
DB00319,C0424790,Rigors,0,0
DB03261,C0235416,Blood_uric_acid_increased,1,0
DB00688,C0019360,Herpes_zoster,6,2
DB00928,C0085649,Oedema_peripheral,15,4
DB00349,C0001807,Aggression,8,4
DB00864,C0026821,Cramp_muscle,50,0
DB00715,C0030554,Paraesthesia,5,13
DB00758,C0013595,Eczema,0,0
DB01137,C0595883,Blood_glucose_decreased,2,0
DB01196,C0948089,Acute_coronary_syndrome,2,1
DB00669,C0151744,Myocardial_ischaemia,0,0
DB00248,C0006277,Bronchitis,6,0
DB08881,C0027765,Nervous_system_disorder,25,29
DB05039,C0948594,Musculoskeletal_discomfort,1,0
DB00969,C0040822,Tremor,0,0
DB01175,C0235706,Back_distress,1,0
DB01280,C0151313,Peripheral_sensory_neuropathy,6,5
DB01068,C0009806,Constipation,2,0
DB00482,C0041912,Upper_respiratory_tract_infection,9,1
DB01105,C0038661,Suicide,0,0
DB00882,C0023448,Lymphocytic_leukaemia,0,0
DB00348,C0010038,Corneal_opacity,50,0
DB00665,C0043096,Weight_decreased,2,0
DB07709,C0000737,Abdominal_pain,9,18
DB00216,C0232292,Chest_tightness,2,1
DB01175,C0041747,Unintended_pregnancy,1,0
DB07554,C0040034,Thrombocytopenia,80,1
DB00952,C2047937,Ill-defined_disorder,2,1
DB00564,C0000737,Abdominal_pain,0,0
DB08567,C0043094,Weight_increased,25,27
DB06702,C0151905,Alanine_aminotransferase_increased,1,0
DB00969,C0009450,Infection,0,0
DB00928,C0009806,Constipation,22,23
DB00742,C0027441,Nasopharyngitis,1,1
DB00343,C0027441,Nasopharyngitis,3,0
DB00465,C0011606,Dermatitis_exfoliative,0,0
DB00950,C0029882,Otitis_media,3,1
DB00722,C0041948,Uremia,0,0
DB04861,C0008031,Chest_pain,0,1
DB00590,C0744727,Haematocrit_decreased,2,0
DB05812,C0239783,Groin_pain,1,0
DB08567,C0235876,Depression_aggravated,1,0
DB00996,C0015732,Faecal_incontinence,0,0
DB00396,C0600142,Hot_flush,24,12
DB00268,C0011615,Dermatitis_atopic,1,0
DB00996,C0009917,Muscle_contracture,0,0
DB00459,C0019112,Haemorrhoids,0,0
DB01400,C0687713,Gastrointestinal_pain,0,0
DB00953,C0600142,Hot_flush,0,0
DB00612,C0948594,Musculoskeletal_discomfort,3,1
DB00230,C0038367,Ulcerative_stomatitis,0,0
DB00273,C0236075,Menopausal_symptoms,1,1
DB00547,C0853714,Application_site_pruritus,3,1
DB00198,C0030196,Pain_in_extremity,0,0
DB05373,C0011633,Dermatomyositis,0,0
DB01224,C0424295,Hyperkinesia,1,0
DB00323,C0009676,Confusional_state,10,1
DB08764,C1275515,Venomous_bite,0,0
DB00853,C0600142,Hot_flush,1,0
DB00399,C0851578,Sleep_disorder,1,0
DB06701,C0003467,Anxiety,4,4
DB00494,C0004604,Back_pain,3,1
DB00669,C0152027,Sensory_disturbance,50,0
DB00598,C0011991,Diarrhoea,1,1
DB06288,C0037036,Salivary_hypersecretion,19,28
DB00327,C0853908,Oropharyngeal_swelling,0,0
DB00918,C0036454,Scotoma,0,0
DB00198,C0151736,Accidental_injury,0,0
DB01222,C0003126,Anosmia,0,0
DB00303,C1096035,Infusion_site_pain,5,2
DB00633,C0031117,Neuropathy_peripheral,0,0
DB00989,C0151766,Liver_function_test_abnormal,0,0
DB00683,C0035508,Rhonchi,3,2
DB00252,C0149931,Migraine,1,0
DB01224,C0017160,Gastroenteritis,1,1
DB00230,C0699885,Bladder_carcinoma,0,0
DB00215,C0851578,Sleep_disorder,50,0
DB00294,C0042373,Angiopathy,0,0
DB08826,C0020649,Hypotension,0,0
DB01059,C0013378,Dysgeusia,0,0
DB01194,C0344232,Vision_blurred,3,2
DB08298,C0042963,Vomiting,0,0
DB01002,C3263723,Injury,0,0
DB00204,C0013404,Dyspnoea,6,1
DB00857,C0013395,Dyspepsia,9,17
DB00722,C0151480,Antinuclear_antibody_positive,0,0
DB02638,C0011991,Diarrhoea,0,0
DB00555,C0011551,Depersonalisation,1,0
DB00715,C0011124,Libido_decreased,7,9
DB00661,C0002170,Alopecia,0,0
DB00334,C0037036,Salivary_hypersecretion,50,0
DB00649,C0040034,Thrombocytopenia,0,0
DB08873,C0233762,"Hallucination,_auditory",0,0
DB05488,C0043352,Dry_mouth,0,0
DB05251,C0687713,Gastrointestinal_pain,0,0
DB00476,C0393761,Middle_insomnia,50,0
DB00230,C0020620,Hypohidrosis,0,0
DB04574,C0025218,Chloasma,1,0
DB01059,C0750394,White_blood_cell_count_decreased,1,0
DB00268,C0232462,Decreased_appetite,1,2
DB00736,C0151723,Hypomagnesaemia,0,0
DB01073,C0017181,Gastrointestinal_haemorrhage,8,6
DB00950,C0012833,Dizziness,1,1
DB01024,C0026946,Fungal_infection,8,5
DB00603,C0006142,Breast_cancer,0,0
DB00334,C0020433,Hyperbilirubinaemia,1,0
DB00270,C0042963,Vomiting,1,0
DB00989,C0085631,Agitation,12,18
DB01165,C0011849,Diabetes_mellitus,0,0
DB00543,C0018524,Hallucination,0,0
DB01043,C0020672,Body_temperature_decreased,1,0
DB00790,C0034069,Pulmonary_fibrosis,0,0
DB02584,C0009806,Constipation,53,3
DB00734,C0948349,Respiratory_tract_congestion,1,0
DB01586,C0006277,Bronchitis,5,1
DB00906,C0042023,Pollakiuria,1,0
DB01077,C0029442,Osteomalacia,0,0
DB00612,C0036974,Shock,0,0
DB00997,C0020538,Hypertension,50,0
DB00989,C0917801,Insomnia,4,3
DB01018,C0015230,Rash,0,0
DB01224,C1320474,Nuchal_rigidity,0,1
DB00740,C0042134,Uterine_haemorrhage,0,0
DB01043,C0009760,Conjunctival_haemorrhage,1,0
DB00315,C0423153,Lacrimation,0,0
DB00857,C0004936,Mental_disorder,0,0
DB00215,C0270458,Psychotic_depression,1,0
DB00993,C0002888,Anaemia_megaloblastic,0,0
DB01222,C0086543,Cataract,0,0
DB03261,C0030196,Pain_in_extremity,4,4
DB00962,C0006277,Bronchitis,50,0
DB00989,C0001807,Aggression,6,15
DB04835,C0041582,Ulcer,2,1
DB00989,C0013395,Dyspepsia,24,23
DB00678,C0023222,Leg_pain,4,1
DB00399,C0476280,Musculoskeletal_chest_pain,50,0
DB00195,C0004096,Asthma,0,0
DB07600,C0012569,Diplopia,1,0
DB00268,C0004936,Mental_disorder,0,0
DB07600,C0033860,Psoriasis,1,0
DB00216,C1443060,Feeling_abnormal,1,1
DB00465,C0023052,Laryngeal_oedema,0,0
DB01255,C0043096,Weight_decreased,3,4
DB00402,C0085632,Apathy,1,0
DB00987,C0030554,Paraesthesia,3,0
DB08901,C0948594,Musculoskeletal_discomfort,12,11
DB00996,C0151529,Bleeding_time_prolonged,0,0
DB01110,C0017160,Gastroenteritis,2,1
DB01609,C0178298,Unspecified_disorder_of_skin_and_subcutaneous_tissue,0,0
DB00273,C0233472,Affect_lability,2,2
DB00665,C0017181,Gastrointestinal_haemorrhage,2,0
DB00776,C0027441,Nasopharyngitis,1,2
DB07566,C0030196,Pain_in_extremity,1,1
DB01156,C0027497,Nausea,9,7
DB06201,C0015230,Rash,2,1
DB00813,C0150450,Altered_state_of_consciousness,0,0
DB00335,C0277925,Peripheral_coldness,4,5
DB01008,C0009676,Confusional_state,2,0
DB00962,C0231528,Myalgia,50,0
DB00472,C0032617,Polyuria,1,0
DB00224,C0022660,Renal_failure_acute,0,0
DB00362,C0023530,Leukopenia,1,0
DB00916,C0948695,White_blood_cell_count_low,2,0
DB01072,C0042075,Urinary_tract_disorder,0,0
DB01215,C0020039,Hostility,1,0
DB00193,C0040259,Tinea_pedis,0,0
DB07709,C0036974,Shock,16,0
DB01262,C0019080,Haemorrhage,2,0
DB00445,C0021053,Immune_system_disorder,0,0
DB04635,C0006277,Bronchitis,4,3
