ID,name,Dbpedia_URL
C0007114,Skin_cancer,http://dbpedia.org/resource/Skin_cancer_in_horses
C0278996,Head_and_neck_cancer,http://dbpedia.org/resource/Head_and_neck_cancer
C0349398,Persecutory_delusion,http://dbpedia.org/resource/Persecutory_delusion
C0233795,Anterograde_amnesia,http://dbpedia.org/resource/Anterograde_amnesia
C4324623,Misophonia,http://dbpedia.org/resource/Misophonia
C0028768,Obsessive-compulsive_disorder (OCD),http://dbpedia.org/resource/Obsessive–compulsive_disorder
C0278488,Metastatic_breast_cancer,http://dbpedia.org/resource/Metastatic_breast_cancer
C0007847,Cervical_cancer,http://dbpedia.org/resource/Cervical_cancer
C0001676,Adult_antisocial_behavior,http://dbpedia.org/resource/Antisocial
C0496836,Eye_cancer,http://dbpedia.org/resource/Eye_neoplasm
C0558356,Ocular_melanoma,http://dbpedia.org/resource/Melanoma
C0007115,Thyroid_cancer,http://dbpedia.org/resource/Thyroid_cancer
C0153653,Parathyroid_cancer,http://dbpedia.org/resource/Parathyroid_carcinoma
C0003873,Rheumatoid_Arthritis,http://dbpedia.org/resource/Rheumatoid_arthritis
C0206693,Medullary_carcinoma,http://dbpedia.org/resource/Medullary_carcinoma_of_the_breast
C0242350,Male_erectile_disorder,http://dbpedia.org/resource/Hematocele
C0023467,Acute_granulocytic_leukemia_,http://dbpedia.org/resource/Acute_leukemia
C0206698,Bile_duct_cancer,http://dbpedia.org/resource/Bile_duct
C0027402,Narcissistic_personality_disorder,http://dbpedia.org/resource/Narcissistic_personality_disorder
C0524662,Opioid_dependence,http://dbpedia.org/resource/Opioid_addiction_and_dependence
C0007398,Catatonia,http://dbpedia.org/resource/Catatonia_Greatest_Hits
C0020538,Hypertension,http://dbpedia.org/resource/Hypertension
C0018923,Angiosarcoma,http://dbpedia.org/resource/Angiosarcoma
C0860635,Fugue_state,http://dbpedia.org/resource/Fugue_state
C0020676,Hypothyroidism,http://dbpedia.org/resource/Hypothyroidism
C0034067,emphysema,http://dbpedia.org/resource/Emphysema
C0035078,Renal_Failure,http://dbpedia.org/resource/Renal_failure
C0006318,bruit,http://dbpedia.org/resource/Bruit
C0040517,Tourettes_Syndrome,http://dbpedia.org/resource/Tourettes_(band)
C0496779,Appendix_cancer,http://dbpedia.org/resource/Appendix_cancer
C0011757,Developmental_coordination_disorder,http://dbpedia.org/resource/Developmental_coordination_disorder
C0236743,Sedative-hypnotic_or_anxiolytic-related_disorder,http://dbpedia.org/resource/Kindling_(sedative-hypnotic_withdrawal)
C0018808,cardiac_murmur,http://dbpedia.org/resource/Heart_murmur
C0024305,Non-Hodgkin_lymphoma,http://dbpedia.org/resource/Non-Hodgkin_lymphoma
C0280781,Pilocytic_astrocytoma,http://dbpedia.org/resource/Pilocytic_astrocytoma
C0031572,Social_anxiety_disorder,http://dbpedia.org/resource/Social_anxiety_disorder
C0079731,B-Cell_lymphoma,http://dbpedia.org/resource/B-cell_lymphoma
C0558355,Tonsil_cancer,http://dbpedia.org/resource/Tonsil
C1377787,Metastatic_vagina_cancer,http://dbpedia.org/resource/Metastatic_breast_cancer
C0019829,Hodgkin's_disease_,http://dbpedia.org/resource/Hodgkin's_lymphoma
C0007107,Laryngeal_cancer,http://dbpedia.org/resource/Laryngeal_cancer
C0002395,Alzheimer's_disease,http://dbpedia.org/resource/Alzheimer's_disease
C0029121,Oppositional_defiant_disorder (ODD),http://dbpedia.org/resource/Oppositional_defiant_disorder
C0520482,Somatization_disorder,http://dbpedia.org/resource/Somatization_disorder
C0007137,Squamous_cell_carcinoma,http://dbpedia.org/resource/Squamous-cell_carcinoma
C0003811,Cardiac_Arrhythmia,http://dbpedia.org/resource/Cardiac_arrhythmia
C0035412,Rhabdomyosarcoma,http://dbpedia.org/resource/Rhabdomyosarcoma
C0013146,Drug_Abuse,http://dbpedia.org/resource/Drug_abuse_in_Hong_Kong
C0338437,Neurocysticercosis,http://dbpedia.org/resource/Neurocysticercosis
C0085159,Seasonal_affective_disorder,http://dbpedia.org/resource/Seasonal_affective_disorder
C0424291,Diogenes_Syndrome,http://dbpedia.org/resource/Diogenes_syndrome
C0001957,Delirium_tremens,http://dbpedia.org/resource/Delirium_tremens
C0009084,multi_personality_disorder,http://dbpedia.org/resource/Personality_disorder
C0376358,Prostate_cancer,http://dbpedia.org/resource/Prostate_cancer
C1282614,Stockholm_syndrome,http://dbpedia.org/resource/Stockholm_syndrome
C0039101,Synovial_sarcoma,http://dbpedia.org/resource/Synovial_sarcoma
C0007102,Colon_cancer,http://dbpedia.org/resource/Colon_cancer_staging
C0079772,T-cell_lymphoma,http://dbpedia.org/resource/T-cell_lymphoma_invasion_and_metastasis-inducing_protein_1
C0036339,Schizoid_personality_disorder,http://dbpedia.org/resource/Schizoid_personality_disorder
C0152013,adenocarcinoma_cancer_lung,http://dbpedia.org/resource/Adenocarcinoma_of_the_lung
C0024121,pulmonary_neoplasm,
C0684249,lung_carcinoma,
C0149782,lung_squamous_cell_carcinoma,
C0206629,pulmonary_blastoma,
C0007097,carcinoma,
C0206623,adenosquamous_carcinoma,http://dbpedia.org/resource/Adenosquamous_carcinoma
C0007121,bronchogenic_carcinoma,
C0006264,bronchial_neoplasm,
C0549471,pancoast_tumor,http://dbpedia.org/resource/Pancoast_tumor
C0149927,pulmonary_hamartoma,
