HPOID,Name,CUI,DBpedia_URI,,
30839,Knee_pain,C0231749,http://dbpedia.org/resource/Knee_pain,,
2875,Exertional_dyspnea,C0231807,http://dbpedia.org/resource/Dyspnea,,
2789,Tachypnea,C0231835,http://dbpedia.org/resource/Tachypnea,,
30829,Abnormal_breath_sound,C0231856,http://dbpedia.org/resource/Round_Mound_of_Sound,,
31352,Chest_tightness,C0232292,http://dbpedia.org/resource/Tightness,,
4396,Poor_appetite,C0232462,http://dbpedia.org/resource/Poor_door,,
11848,Abdominal_colic,C0232488,http://dbpedia.org/resource/Rectus_abdominis_muscle,,
410019,Epigastric_pain,C0232493,http://dbpedia.org/resource/Pain_&_Gain,,
12702,Tenesmus,C0232726,http://dbpedia.org/resource/Tenesmus,,
12164,Asterixis,C0232766,http://dbpedia.org/resource/Asterixis,,
869,Secondary_amenorrhea,C0232940,http://dbpedia.org/resource/Amenorrhoea,,
400008,Menometrorrhagia,C0232943,http://dbpedia.org/resource/Menometrorrhagia,,
708,Behavioral_abnormality,C0233514,http://dbpedia.org/resource/Abnormality_(behavior),,
2067,Bradykinesia,C0233565,,,
30223,Perseveration,C0233651,http://dbpedia.org/resource/Perseveration,,
8765,Auditory_hallucinations,C0233762,http://dbpedia.org/resource/Auditory_hallucination,,
2367,Visual_hallucinations,C0233763,http://dbpedia.org/resource/Visual_release_hallucinations,,
2519,Hypnagogic_hallucinations,C0233773,http://dbpedia.org/resource/Hypnagogia,,
2354,Memory_impairment,C0233794,http://dbpedia.org/resource/Impairment,,
2312,Clumsiness,C0233844,,,
12878,Retarded_ejaculation,C0234047,http://dbpedia.org/resource/Ejaculation,,
2071,Abnormality_of_extrapyramidal_motor_function,C0234133,http://dbpedia.org/resource/Extrapyramidal,,
10526,Dysgraphia,C0234144,http://dbpedia.org/resource/Dysgraphia,,
1284,Areflexia,C0234146,http://dbpedia.org/resource/Estoloides_reflexa,,
1310,Dysmetria,C0234162,http://dbpedia.org/resource/Dysmetria,,
2080,Intention_tremor,C0234376,http://dbpedia.org/resource/Intention_tremor,,
2345,Action_tremor,C0234376,http://dbpedia.org/resource/Action_Action_Action,,
30186,Kinetic_tremor,C0234376,http://dbpedia.org/resource/Kinetic,,
4372,Reduced_consciousness/confusion,C0234428,http://dbpedia.org/resource/A_Confucian_Confusion,,
1350,Slurred_speech,C0234518,http://dbpedia.org/resource/Speech,,
2197,Generalized_seizures,C0234533,http://dbpedia.org/resource/Generalized_epilepsy_with_febrile_seizures_plus,,
7663,Reduced_visual_acuity,C0234632,http://dbpedia.org/resource/Visual_acuity,,
500043,Eyelid_retraction,C0234665,http://dbpedia.org/resource/Eyelid,,
7906,Increased_intraocular_pressure,C0234708,http://dbpedia.org/resource/Intraocular_pressure,,
5952,Decreased_pulmonary_function,C0235063,http://dbpedia.org/resource/Pulmonary_function_testing,,
31844,Euphoria,C0235146,http://dbpedia.org/resource/Euphoria,,
25337,Red_eye,C0235267,http://dbpedia.org/resource/Red_eye,,
1952,Abnormal_glucose_tolerance,C0235401,http://dbpedia.org/resource/Impaired_glucose_tolerance,,
1785,Ankle_swelling,C0235439,http://dbpedia.org/resource/Ankle,,
6677,Prolonged_QRS_complex,C0235475,http://dbpedia.org/resource/QRS_complex,,
4757,Paroxysmal_atrial_fibrillation,C0235480,http://dbpedia.org/resource/Atrial_fibrillation,,
1708,Right_ventricular_failure,C0235527,http://dbpedia.org/resource/Right_ventricular_hypertrophy,,
25289,Cervical_lymphadenopathy,C0235592,http://dbpedia.org/resource/Cervical_lymphadenopathy,,
100829,Galactorrhea,C0235660,http://dbpedia.org/resource/Galactorrhea,,
633,Decreased_lacrimation,C0235857,http://dbpedia.org/resource/Larization,,
10741,Edema_of_the_lower_limbs,C0235886,http://dbpedia.org/resource/Leg,,
2113,Pulmonary_infiltrates,C0235896,http://dbpedia.org/resource/Pulmonary_infiltrate,,
25429,Abnormal_cry,C0235939,http://dbpedia.org/resource/Cry_Cry_Cry,,
929,Abnormality_of_the_skull,C0235942,http://dbpedia.org/resource/The_Skull,,
40303,Decreased_serum_iron,C0235988,http://dbpedia.org/resource/Serum_iron,,
40264,Jaw_pain,C0236000,http://dbpedia.org/resource/Ear_pain,,
200025,Mandibular_pain,C0236000,http://dbpedia.org/resource/Pain_&_Gain,,
11157,Auras,C0236018,http://dbpedia.org/resource/Auras,,
11855,Pharyngeal_edema,C0236024,http://dbpedia.org/resource/Edema,,
4394,Multiple_gastric_polyps,C0236048,http://dbpedia.org/resource/Peutz–Jeghers_syndrome,,
4796,Gastrointestinal_obstruction,C0236124,http://dbpedia.org/resource/Construction-Destruction,,
25274,Ovarian_dermoid_cyst,C0237020,http://dbpedia.org/resource/Dermoid_cyst,,
40189,Scaling_skin,C0237849,http://dbpedia.org/resource/Carling_(sailing),,
100310,Epidural_hemorrhage,C0238154,http://dbpedia.org/resource/Epidural_hematoma,,
100723,Gastrointestinal_stroma_tumor,C0238198,http://dbpedia.org/resource/Gastrointestinal_stromal_tumor,,
4743,Chronic_tubulointerstitial_nephritis,C0238304,http://dbpedia.org/resource/TINAG,,
11779,Anaplastic_thyroid_carcinoma,C0238461,http://dbpedia.org/resource/Anaplastic_carcinoma,,
3355,Aminoaciduria,C0238621,http://dbpedia.org/resource/Aminoaciduria,,
31245,Productive_cough,C0239134,http://dbpedia.org/resource/The_Rough,_Tough_West,
369,Low-set_ears,C0239234,http://dbpedia.org/resource/Low-set_ears,,
12513,Upper_limb_pain,C0239377,http://dbpedia.org/resource/Upper_limb,,
40323,Erythema_of_the_eyelids,C0239454,http://dbpedia.org/resource/Erythema,,
1041,Facial_erythema,C0239488,http://dbpedia.org/resource/Erythema,,
31520,Groin_pain,C0239783,http://dbpedia.org/resource/Pain_&_Gain,,
1899,Increased_hematocrit,C0239935,http://dbpedia.org/resource/Hematocrit,,
1395,Hepatic_fibrosis,C0239946,http://dbpedia.org/resource/Congenital_hepatic_fibrosis,,
3073,Hypoalbuminemia,C0239981,http://dbpedia.org/resource/Hypoalbuminemia,,
30746,Intraventricular_hemorrhage,C0240059,http://dbpedia.org/resource/Intraventricular_hemorrhage,,
1820,Leukonychia,C0240182,http://dbpedia.org/resource/Leukonychia,,
31244,Swollen_lip,C0240211,http://dbpedia.org/resource/Lim_Lip_Eng,,
3645,Prolonged_partial_thromboplastin_time,C0240671,http://dbpedia.org/resource/Partial_thromboplastin_time,,
751,Personality_changes,C0240735,http://dbpedia.org/resource/Personality_changes,,
1147,Retinal_exudate,C0240897,http://dbpedia.org/resource/Exudate,,
3236,Elevated_serum_creatine_phosphokinase,C0241005,http://dbpedia.org/resource/Serum,,
25245,Cutaneous_cyst,C0241060,http://dbpedia.org/resource/Cutaneous_ciliated_cyst,,
200039,Pustule,C0241157,http://dbpedia.org/resource/Pustike,,
10808,Protruding_tongue,C0241442,http://dbpedia.org/resource/ZFYVE27,,
31088,Vaginal_dryness,C0241633,http://dbpedia.org/resource/Vaginal_discharge,,
802,Impotence,C0242350,http://dbpedia.org/resource/Importance,,
1300,Parkinsonism,C0242422,http://dbpedia.org/resource/Parkinsonism,,
2157,Azotemia,C0242528,http://dbpedia.org/resource/Azotemia,,
11945,Bronchiolitis_obliterans_organizing_pneumonia,C0242770,http://dbpedia.org/resource/Bronchiolitis_obliterans_organizing_pneumonia,,
11859,Punctate_keratitis,C0259799,http://dbpedia.org/resource/Thygeson's_superficial_punctate_keratopathy,,
3765,Psoriasiform_dermatitis,C0262985,http://dbpedia.org/resource/Dermatitis,,
200029,Vasculitis_in_the_skin,C0262988,http://dbpedia.org/resource/Vasculitis,,
25088,Onychomadesis,C0263540,http://dbpedia.org/resource/Onychomadesis,,
31944,Pleural_thickening,C0264545,http://dbpedia.org/resource/Thickening_agent,,
11706,Second_degree_atrioventricular_block,C0264906,http://dbpedia.org/resource/Second-degree_atrioventricular_block,,
25324,Arterial_occlusion,C0264995,http://dbpedia.org/resource/Branch_retinal_artery_occlusion,,
12474,Carotid_artery_occlusion,C0265101,http://dbpedia.org/resource/Carotid_artery_stenosis,,
100255,Metaphyseal_dysplasia,C0265294,http://dbpedia.org/resource/Metaphyseal_dysplasia,,
2558,Supernumerary_nipple,C0266011,http://dbpedia.org/resource/Supernumerary_nipple,,
356,Abnormality_of_the_outer_ear,C0266589,http://dbpedia.org/resource/Outer_ear,,
598,Abnormality_of_the_ear,C0266589,http://dbpedia.org/resource/Abnormality,,
8572,External_ear_malformation,C0266589,http://dbpedia.org/resource/Outer_ear,,
2584,Intestinal_bleeding,C0267373,http://dbpedia.org/resource/Bleeding,,
200119,Acute_hepatitis,C0267797,http://dbpedia.org/resource/Hepatitis,,
30158,Cervical_ectropion,C0269189,http://dbpedia.org/resource/Cervical_ectropion,,
10677,Enuresis_nocturna,C0270327,http://dbpedia.org/resource/Nocturnal_enuresis,,
2352,Leukoencephalopathy,C0270612,http://dbpedia.org/resource/Leukoencephalopathy,,
2273,Tetraparesis,C0270790,,,
7108,Demyelinating_peripheral_neuropathy,C0270922,http://dbpedia.org/resource/Peripheral_neuropathy,,
11457,Loss_of_eyelashes,C0271321,http://dbpedia.org/resource/Eyelash,,
371,Acute_otitis_media,C0271429,http://dbpedia.org/resource/Otitis_media,,
833,Glucose_intolerance,C0271650,http://dbpedia.org/resource/Impaired_glucose_tolerance,,
12051,Reactive_hypoglycemia,C0271710,http://dbpedia.org/resource/Reactive_hypoglycemia,,
11874,Heparin-induced_thrombocytopenia,C0272285,http://dbpedia.org/resource/Heparin-induced_thrombocytopenia,,
1954,Episodic_fever,C0277799,http://dbpedia.org/resource/Never_Ever,,
12088,Abnormal_urinary_odor,C0278045,http://dbpedia.org/resource/Ödön_Bodor,,
12879,Anejaculation,C0278106,http://dbpedia.org/resource/Anejaculation,,
11468,Facial_tics,C0278151,http://dbpedia.org/resource/Facial_disc,,
6725,Pancreatic_adenocarcinoma,C0281361,http://dbpedia.org/resource/Pancreatic_ductal_adenocarcinoma,,
30079,Cervix_cancer,C0302592,http://dbpedia.org/resource/Cervical_cancer,,
4787,Fulminant_hepatitis,C0302809,http://dbpedia.org/resource/Fulminant,,
2355,Difficulty_walking,C0311394,http://dbpedia.org/resource/Walking_and_Talking,,
30214,Hypersexuality,C0312420,http://dbpedia.org/resource/Hypersexuality,,
200034,Papule,C0332563,http://dbpedia.org/resource/Papule,,
12733,Macule,C0332573,http://dbpedia.org/resource/Caculé,,
500011,Moon_facies,C0332601,http://dbpedia.org/resource/Moon_face,,
2083,Migraine_without_aura,C0338480,http://dbpedia.org/resource/Migraine,,
10534,Transient_global_amnesia,C0338591,http://dbpedia.org/resource/Transient_global_amnesia,,
725,Psychotic_episodes,C0338614,http://dbpedia.org/resource/A_Series_of_Psychotic_Episodes,,
100543,Cognitive_impairment,C0338656,http://dbpedia.org/resource/Mild_cognitive_impairment,,
100754,Mania,C0338831,http://dbpedia.org/resource/Mania,,
100583,Corneal_perforation,C0339293,http://dbpedia.org/resource/Corneal_perforation,,
1714,Ventricular_hypertrophy,C0340279,http://dbpedia.org/resource/Ventricular_hypertrophy,,
410028,Oral_herpes,C0341012,http://dbpedia.org/resource/Orel_Oral,,
11801,Enlargement_of_parotid_gland,C0341047,http://dbpedia.org/resource/Parotid_gland,,
622,Blurred_vision,C0344232,http://dbpedia.org/resource/Blurred_vision,,
31676,Monomorphic_ventricular_tachycardia,C0344431,http://dbpedia.org/resource/Ventricular_tachycardia,,
31677,Polymorphic_ventricular_tachycardia,C0344432,http://dbpedia.org/resource/Catecholaminergic_polymorphic_ventricular_tachycardia,,
10475,Cloacal_exstrophy,C0345217,http://dbpedia.org/resource/Cloacal_exstrophy,,
992,Cutaneous_photosensitivity,C0349506,http://dbpedia.org/resource/Photosensitivity,,
12125,Prostate_cancer,C0376358,http://dbpedia.org/resource/Prostate_cancer,,
4377,Hematological_neoplasm,C0376545,http://dbpedia.org/resource/Haematologica,,
100879,Enlarged_ovaries,C0392039,http://dbpedia.org/resource/Adenoid_hypertrophy,,
31943,Akathisia,C0392156,http://dbpedia.org/resource/Akathisia,,
200020,Corneal_erosion,C0392163,http://dbpedia.org/resource/Recurrent_corneal_erosion,,
787,Nephrolithiasis,C0392525,http://dbpedia.org/resource/Acute_uric_acid_nephropathy,,
12534,Dysesthesia,C0392699,http://dbpedia.org/resource/Dysesthesia,,
12877,Retrograde_ejaculation,C0403673,http://dbpedia.org/resource/Retrograde_ejaculation,,
4097,Deviation_of_finger,C0410740,http://dbpedia.org/resource/Singer_Vinger,,
3811,Neonatal_death,C0410916,http://dbpedia.org/resource/Neonatal_teeth,,
1489,Posterior_vitreous_detachment,C0423361,http://dbpedia.org/resource/Posterior_vitreous_detachment,,
963,Thin_skin,C0423757,http://dbpedia.org/resource/Thick_skin,,
40186,Maculopapular_exanthema,C0423791,http://dbpedia.org/resource/Exanthem,,
978,Bruising_susceptibility,C0423798,http://dbpedia.org/resource/Cruising_for_Bruising,,
1816,Thin_nail,C0423823,http://dbpedia.org/resource/Naim_NAIT,,
31589,Suicidal_ideation,C0424000,http://dbpedia.org/resource/Suicidal_ideation,,
752,Hyperactivity,C0424295,http://dbpedia.org/resource/Hypoactivity,,
2487,Hyperkinesis,C0424295,http://dbpedia.org/resource/Hyperkinesis,,
8760,Violent_behavior,C0424323,http://dbpedia.org/resource/Aggression_and_Violent_Behavior,,
298,Mask-like_facies,C0424448,http://dbpedia.org/resource/Nablus_mask-like_facial_syndrome,,
25145,Rigors,C0424790,http://dbpedia.org/resource/Gigors,,
12701,Bowel_urgency,C0426636,http://dbpedia.org/resource/Urgency,,
30319,Weakness_of_facial_musculature,C0427055,http://dbpedia.org/resource/Facial_weakness,,
4305,Involuntary_movements,C0427086,http://dbpedia.org/resource/Involuntary,,
4332,Abnormal_lymphocyte_morphology,C0427546,http://dbpedia.org/resource/Lymphocele,,
5115,Supraventricular_arrhythmia,C0428974,http://dbpedia.org/resource/Cardiac_arrhythmia,,
1662,Bradycardia,C0428977,http://dbpedia.org/resource/Bradycardia,,
4277,Fractured_hand_bones,C0435632,http://dbpedia.org/resource/Fractured_(band),,
25233,Sleep_paralysis,C0456511,http://dbpedia.org/resource/Sleep_paralysis,,
618,Blindness,C0456909,http://dbpedia.org/resource/Kindness,,
12587,Macroscopic_hematuria,C0473237,http://dbpedia.org/resource/Hematuria,,
12886,Hemorrhagic_ovarian_cyst,C0473311,http://dbpedia.org/resource/Ovarian_cyst,,
12114,Endometrial_carcinoma,C0476089,http://dbpedia.org/resource/Endometrial_arteries,,
2098,Respiratory_distress,C0476273,http://dbpedia.org/resource/Respiratory_distress,,
3116,Abnormal_echocardiogram,C0476369,http://dbpedia.org/resource/Transthoracic_echocardiogram,,
2069,Generalized_tonic-clonic_seizures,C0494475,http://dbpedia.org/resource/Generalized_conic,,
2716,Lymphadenopathy,C0497156,http://dbpedia.org/resource/Lymphadenopathy,,
707,Abnormality_of_the_nervous_system,C0497552,http://dbpedia.org/resource/Cephalic_disorder,,
30757,Tooth_abscess,C0518988,http://dbpedia.org/resource/Tooth,,
200120,Chronic_active_hepatitis,C0520463,http://dbpedia.org/resource/Autoimmune_hepatitis,,
25383,Dorsocervical_fat_pad,C0520573,http://dbpedia.org/resource/Fat_pad,,
2870,Obstructive_sleep_apnea,C0520679,http://dbpedia.org/resource/Obstructive_sleep_apnea,,
5165,Shortened_PR_interval,C0520878,http://dbpedia.org/resource/PR_interval,,
12251,ST_segment_elevation,C0520886,http://dbpedia.org/resource/ST-segment_elevation_MI,,
12250,ST_segment_depression,C0520887,http://dbpedia.org/resource/ST_depression,,
10872,T-wave_inversion,C0520888,http://dbpedia.org/resource/Surface_wave_inversion,,
8669,Abnormal_spermatogenesis,C0520933,http://dbpedia.org/resource/Spermatogenesis,,
2311,Incoordination,C0520966,http://dbpedia.org/resource/Ataxia,,
72,Hydroureter,C0521620,http://dbpedia.org/resource/Hydrometer,,
1105,Retinal_atrophy,C0521694,http://dbpedia.org/resource/Progressive_retinal_atrophy,,
10742,Edema_of_the_upper_limbs,C0522035,http://dbpedia.org/resource/Upper_limb,,
3115,Abnormal_EKG,C0522055,http://dbpedia.org/resource/Normal_ECG,,
12086,Abnormal_urinary_color,C0522153,http://dbpedia.org/resource/Primary_color,,
3470,Paralysis,C0522224,http://dbpedia.org/resource/Paralysis,,
25478,Atrial_standstill,C0541782,http://dbpedia.org/resource/Standstill,,
31356,Terminal_insomnia,C0541798,http://dbpedia.org/resource/Insomnia_(2002_film),,
12133,Erythroid_hypoplasia,C0542035,http://dbpedia.org/resource/Hypoplasia,,
282,Facial_edema,C0542571,http://dbpedia.org/resource/Facial_eczema,,
11105,Hypervolemia,C0546817,http://dbpedia.org/resource/Hypervolemia,,
11106,Hypovolemia,C0546884,http://dbpedia.org/resource/Hypovolemia,,
30804,Trachyonychia,C0546956,http://dbpedia.org/resource/Trachonychia,,
10955,Dilatation_of_the_bladder,C0549253,http://dbpedia.org/resource/Megacolon,,
3141,Increased_LDL_cholesterol_concentration,C0549399,http://dbpedia.org/resource/The_Increased_Difficulty_of_Concentration,,
30917,Low_APGAR_score,C0549400,http://dbpedia.org/resource/Apgar_score,,
1900,Increased_hemoglobin,C0549448,http://dbpedia.org/resource/Hemoglobin,,
2890,Thyroid_carcinoma,C0549473,http://dbpedia.org/resource/Medullary_thyroid_cancer,,
11900,Hypofibrinogenemia,C0553681,,,
6739,Squamous_cell_carcinoma_of_the_skin,C0553723,http://dbpedia.org/resource/Squamous-cell_carcinoma,,
31843,Bradyphrenia,C0554976,http://dbpedia.org/resource/Bradyphrenia,,
1288,Gait_disturbance,C0575081,http://dbpedia.org/resource/Disturbance,,
31657,Abnormal_heart_sound,C0577822,http://dbpedia.org/resource/Round_Mound_of_Sound,,
11893,Abnormal_leukocyte_count,C0580531,http://dbpedia.org/resource/White_blood_cell,,
40088,Abnormal_lymphocyte_count,C0580550,http://dbpedia.org/resource/Lymphocyte,,
2925,Increased_thyroid-stimulating_hormone_level,C0586553,http://dbpedia.org/resource/Thyroid-stimulating_hormone,,
3690,Limb_muscle_weakness,C0587246,http://dbpedia.org/resource/Muscle_weakness,,
3826,Stillbirth,C0595939,http://dbpedia.org/resource/Stillbirth,,
722,Obsessive-compulsive_behavior,C0600104,http://dbpedia.org/resource/Compulsive_behavior,,
12248,Prolonged_PR_interval,C0600125,http://dbpedia.org/resource/PR_interval,,
31217,Hot_flashes,C0600142,http://dbpedia.org/resource/Hot_flash,,
6543,Cardiorespiratory_arrest,C0600228,http://dbpedia.org/resource/Cardiorespiratory_fitness,,
6536,Obstructive_lung_disease,C0600260,http://dbpedia.org/resource/Obstructive_lung_disease,,
3002,Breast_carcinoma,C0678222,http://dbpedia.org/resource/Medullary_breast_carcinoma,,
11623,Muscular_ventricular_septal_defect,C0685707,http://dbpedia.org/resource/Ventricular_septal_defect,,
40141,Tardive_dyskinesia,C0686347,http://dbpedia.org/resource/Tardive_dyskinesia,,
1262,Excessive_daytime_somnolence,C0694563,http://dbpedia.org/resource/Excessive_daytime_sleepiness,,
2189,Excessive_daytime_sleepiness,C0694563,http://dbpedia.org/resource/Excessive_daytime_sleepiness,,
2862,Bladder_carcinoma,C0699885,http://dbpedia.org/resource/Urinary_bladder,,
31972,Presyncope,C0700200,http://dbpedia.org/resource/Presyncope,,
3259,Elevated_serum_creatinine,C0700225,http://dbpedia.org/resource/Creatinine,,
12418,Hypoxemia,C0700292,http://dbpedia.org/resource/Hypoxemia,,
12594,Microalbuminuria,C0730345,http://dbpedia.org/resource/Microalbuminuria,,
2149,Hyperuricemia,C0740394,http://dbpedia.org/resource/Hyperuricemia,,
11458,Abdominal_symptom,C0740651,http://dbpedia.org/resource/Symptom,,
3573,Increased_total_bilirubin,C0741494,http://dbpedia.org/resource/Bilirubin,,
2183,Phonophobia,C0751466,http://dbpedia.org/resource/Phonophobia,,
7359,Focal_seizures,C0751495,http://dbpedia.org/resource/Epileptic_seizure,,
31475,Nonconvulsive_status_epilepticus,C0751523,http://dbpedia.org/resource/Status_epilepticus,,
1539,Omphalocele,C0795690,http://dbpedia.org/resource/Omphalocele,,
1894,Thrombocytosis,C0836924,http://dbpedia.org/resource/Thrombocytosis,,
31246,Nonproductive_cough,C0850149,http://dbpedia.org/resource/The_Rough,_Tough_West,
1597,Abnormality_of_the_nail,C0853087,http://dbpedia.org/resource/Naim_NAIT,,
200097,Oral_mucosal_blisters,C0853945,http://dbpedia.org/resource/Oral_mucosa,,
1933,Subcutaneous_hemorrhage,C0854107,http://dbpedia.org/resource/Subcutaneous,,
2926,Abnormality_of_thyroid_physiology,C0857576,http://dbpedia.org/resource/Physiology,,
1896,Reticulocytopenia,C0858867,http://dbpedia.org/resource/Reticulocytopenia,,
30947,Conjunctival_follicles,C0860499,http://dbpedia.org/resource/Conjunctiva,,
962,Hyperkeratosis,C0870082,http://dbpedia.org/resource/Hyperkeratosis,,
1638,Cardiomyopathy,C0878544,http://dbpedia.org/resource/Cardiomyopathy,,
100786,Hypersomnia,C0917799,http://dbpedia.org/resource/Hypersomnia,,
100785,Insomnia,C0917801,http://dbpedia.org/resource/Insomnia,,
3473,Fatigable_weakness,C0947912,http://dbpedia.org/resource/Weakness,,
25322,Venous_occlusion,C0948441,http://dbpedia.org/resource/Inclusion–exclusion_principle,,
3149,Hyperuricosuria,C0948643,http://dbpedia.org/resource/Hyperuricosuria,,
200063,Colorectal_polyposis,C0949059,http://dbpedia.org/resource/Colorectal_surgery,,
2357,Dysphasia,C0973461,http://dbpedia.org/resource/Dysplasia,,
100689,Decreased_corneal_thickness,C1096274,http://dbpedia.org/resource/Cornel_Cornea,,
5537,Decreased_mean_platelet_volume,C1096368,http://dbpedia.org/resource/Mean_platelet_volume,,
7141,Sensorimotor_neuropathy,C1112256,http://dbpedia.org/resource/Sensorimotor,,
30014,Female_sexual_dysfunction,C1112442,http://dbpedia.org/resource/Sexual_dysfunction,,
40307,Male_sexual_dysfunction,C1112443,http://dbpedia.org/resource/Sexual_dysfunction,,
100644,Melanonychia,C1142305,http://dbpedia.org/resource/Melanonychia,,
2878,Respiratory_failure,C1145670,http://dbpedia.org/resource/Respiratory_failure,,
2595,Ileus,C1258215,http://dbpedia.org/resource/Ileus,,
31417,Rhinorrhea,C1260880,http://dbpedia.org/resource/Rhinorrhea,,
2795,Functional_respiratory_abnormality,C1260922,http://dbpedia.org/resource/Abnormality,,
1000,Abnormality_of_skin_pigmentation,C1260926,http://dbpedia.org/resource/Abnormality,,
100242,Sarcoma,C1261473,http://dbpedia.org/resource/Sarcoma,,
5558,Chronic_leukemia,C1279296,http://dbpedia.org/resource/Chronic_leukemia,,
5315,obsolete_Peripheral_artery_occlusive_disease,C1306889,http://dbpedia.org/resource/Peripheral_artery_disease,,
31179,Nuchal_rigidity,C1320474,http://dbpedia.org/resource/Neck_stiffness,,
365,Hearing_impairment,C1384666,http://dbpedia.org/resource/Hearing_loss,,
11999,Paranoia,C1456784,http://dbpedia.org/resource/Paranoia,,
1892,Abnormal_bleeding,C1458140,http://dbpedia.org/resource/Bleeding,,
100013,Neoplasm_of_the_breast,C1458155,http://dbpedia.org/resource/Breast_cancer,,
2638,Superficial_thrombophlebitis,C1510431,http://dbpedia.org/resource/Superficial_thrombophlebitis,,
12622,Chronic_kidney_disease,C1561643,http://dbpedia.org/resource/Chronic_kidney_disease,,
12166,Skin-picking,C1696701,http://dbpedia.org/resource/Shin-kicking,,
8711,Benign_prostatic_hyperplasia,C1704272,http://dbpedia.org/resource/Benign_prostatic_hyperplasia,,
30953,Conjunctival_hyperemia,C1761613,http://dbpedia.org/resource/Hyperaemia,,
7634,Nonarteritic_anterior_ischemic_optic_neuropathy,C1852242,http://dbpedia.org/resource/Anterior_ischemic_optic_neuropathy,,
1402,Hepatocellular_carcinoma,C2239176,http://dbpedia.org/resource/Hepatocellular_carcinoma,,
4409,Hyposmia,C2364082,http://dbpedia.org/resource/Hyposmia,,
11032,Abnormality_of_fluid_regulation,C2364164,http://dbpedia.org/resource/FLUID,,
12875,Abnormal_ejaculation,C2937350,http://dbpedia.org/resource/Ejaculation,,
1342,Cerebral_hemorrhage,C2937358,http://dbpedia.org/resource/Cerebral_hemorrhage,,
2791,Hypoventilation,C3203358,http://dbpedia.org/resource/Hypoventilation,,
2036,Hiatus_hernia,C3489393,http://dbpedia.org/resource/Hiatus_hernia,,
572,Visual_loss,C3665346,http://dbpedia.org/resource/Drushyam,,
,Disulfiram_like_reaction,C0541900,http://dbpedia.org/resource/Disulfiram,,
,Breast_enlargement,C2225524,http://dbpedia.org/resource/Breast_enlargement,,
,Musculoskeletal_discomfort,C0948594,http://dbpedia.org/resource/Osteomyelitis,,
,Pregnancy,C0032961,http://dbpedia.org/resource/Pregnancy_Options_Counseling,,
,Pain_worsened,C0853946,http://dbpedia.org/resource/Pain,,
,Angiopathy,C0042373,http://dbpedia.org/resource/Angiopathy,,
,Skin_discolouration,C0151907,http://dbpedia.org/resource/Skin,,
,Sperm_count_decreased,C0853711,http://dbpedia.org/resource/Oligospermia,,
,Mucosal_inflammation,C0333355,http://dbpedia.org/resource/Inflammation,,
,Marrow_hyperplasia,C0005959,http://dbpedia.org/resource/Marrow,,
,Photosensitivity_reaction,C0162830,http://dbpedia.org/resource/Photosensitivity,,
,Gastrointestinal_disorder,C0017178,http://dbpedia.org/resource/Gastrointestinal_disease,,
,Haemorrhage,C0019080,http://dbpedia.org/resource/Haemorrhage_(band),,
,Neurosis,C0027932,http://dbpedia.org/resource/Neurosis_&_Jarboe_(album),,
,Nasal_congestion,C0027424,http://dbpedia.org/resource/Nasal_congestion,,
,Throat_irritation,C0700184,http://dbpedia.org/resource/Throat_irritation,,
,Nervousness,C0027769,http://dbpedia.org/resource/Nervousness,,
,Blister,C0005758,http://dbpedia.org/resource/Blistered_pyrgomorph,,
,Dry_eye,C0314719,http://dbpedia.org/resource/Bajah_+_The_Dry_Eye_Crew,,
,Blood_potassium_decreased,C0853761,http://dbpedia.org/resource/Decreased_peripheral_perfusion,,
,Alanine_aminotransferase_increased,C0151905,http://dbpedia.org/resource/AGXT,,
,Polyserositis,C0151859,,,
,Abdominal_pain_upper,C0232492,http://dbpedia.org/resource/Abdominal_pain,,
,Excitement,C0233571,http://dbpedia.org/resource/Jackie_Wilson,,
,Hepatobiliary_disease,C0267792,http://dbpedia.org/resource/List_of_hepato-biliary_diseases,,
,Hepatic_function_abnormal,C0086565,http://dbpedia.org/resource/Sexual_dysfunction,,
,Heart_disease_congenital,C0152021,http://dbpedia.org/resource/Congenital_heart_defect,,
,Altered_state_of_consciousness,C0150450,http://dbpedia.org/resource/Altered_state_of_consciousness,,
,Throat_sore,C0242429,http://dbpedia.org/resource/Sore_throat,,
,Partial_hearing_loss,C0018772,http://dbpedia.org/resource/Hearing_loss,,
,Right_upper_quadrant_pain,C0235299,http://dbpedia.org/resource/Middle_back_pain,,
,Impaired_gastric_emptying,C0522063,http://dbpedia.org/resource/Ataxia,,
,Acute_myocardial_infarction,C0155626,http://dbpedia.org/resource/Myocardial_infarction,,
,Skin_disorder,C0037274,http://dbpedia.org/resource/Excoriation_disorder,,
,Airway_obstruction_NOS,C0001883,http://dbpedia.org/resource/Airway_obstruction,,
,Mediastinal_disorder,C0025061,http://dbpedia.org/resource/Mediastinal_tumor,,
,Breast_disorder,C0006145,http://dbpedia.org/resource/Mastitis,,
,Swelling_of_eyelid,C0560024,http://dbpedia.org/resource/Swelling,,
,Skin_fragility,C0549419,http://dbpedia.org/resource/Skin_fragility_syndrome,,
,Muscular_weakness,C0151786,http://dbpedia.org/resource/Weakness,,
,Urinary_tract_infection,C0042029,http://dbpedia.org/resource/Urinary_tract_infection,,
,Discomfort,C0234215,http://dbpedia.org/resource/Osteomyelitis,,
